trades,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=91,receiver_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035,src_addr=0x595832F8FC6BF59c85C527fEC3740A1b7a361269,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8177573B5557e3a2213d4aEc44abe7BaEF6D737D,user_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035 dst_amount=1.256057876007028 1539247511000000000
trades,country=VN,dst_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=18,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F eth_usd_rate=225.66201617746165 1539247706000000000
trades,dst_addr=0x4156D3342D5c385a87D264F90653733592000581,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=ThirdParty,log_index=5,receiver_addr=0x17D79F467243c5DB655282Ce6187127c42986413,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0x17D79F467243c5DB655282Ce6187127c42986413,user_addr=0x17D79F467243c5DB655282Ce6187127c42986413,wallet_addr=0xDECAF9CD2367cdbb726E904cD6397eDFcAe6068D dst_wallet_fee_amount=6.66 1539248372000000000
trades,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=91,receiver_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035,src_addr=0x595832F8FC6BF59c85C527fEC3740A1b7a361269,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8177573B5557e3a2213d4aEc44abe7BaEF6D737D,user_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035 ip="" 1539247511000000000
trades,country=DE,dst_addr=0x514910771AF9Ca656af840dff83E8264EcF986CA,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=48,receiver_addr=0xA41983E9baa92bA284A75dB1dB2bCbAfb763B033,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0xA41983E9baa92bA284A75dB1dB2bCbAfb763B033,user_addr=0xA41983E9baa92bA284A75dB1dB2bCbAfb763B033 dst_wallet_fee_amount=0 1539248372000000000
trades,country=VN,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=22,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F ip="117.4.192.22" 1539248079000000000
trades,country=VN,dst_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=18,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F ip="117.4.192.22" 1539247706000000000
trades,country=DE,dst_addr=0x514910771AF9Ca656af840dff83E8264EcF986CA,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=48,receiver_addr=0xA41983E9baa92bA284A75dB1dB2bCbAfb763B033,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0xA41983E9baa92bA284A75dB1dB2bCbAfb763B033,user_addr=0xA41983E9baa92bA284A75dB1dB2bCbAfb763B033 ip="93.241.201.194" 1539248372000000000
trades,country=VN,dst_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=18,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F dst_burn_amount=0.0013875 1539247706000000000
trades,country=VN,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=22,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F src_amount=0.6 1539248079000000000
trades,country=VN,dst_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=18,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F src_amount=0.001 1539247706000000000
trades,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=46,receiver_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035,src_addr=0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0xEF50EeD70D0Ff96354368749877BF51BFF73E4eb,user_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035 block_number=6494088i 1539248197000000000
trades,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=126,receiver_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035,src_addr=0xF433089366899D83a9f26A773D59ec7eCF30355e,src_rsv_addr=0x21433Dec9Cb634A23c6A4BbcCe08c83f5aC2EC18,tx_sender=0x91BbA529a4e469758CD3832305586fD1e8161eDd,user_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035 dst_burn_amount=0 1539248043000000000
trades,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=104,receiver_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035,src_addr=0xC5bBaE50781Be1669306b9e001EFF57a2957b09d,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8177573B5557e3a2213d4aEc44abe7BaEF6D737D,user_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035 dst_burn_amount=0 1539248666000000000
trades,country=VN,dst_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,dst_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,integration_app=KyberSwap,log_index=18,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F tx_hash="0xeabbfa4e070cd23a9be7b8bbec47ee8e07f037440d72faa983178642b9d491fc" 1539247706000000000
trades,country=VN,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=22,receiver_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,src_addr=0xdd974D5C2e2928deA5F71b9825b8b646686BD200,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F,user_addr=0x8fA07F46353A2B17E92645592a94a0Fc1CEb783F block_number=6494074i 1539248079000000000
trades,dst_addr=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,integration_app=KyberSwap,log_index=91,receiver_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035,src_addr=0x595832F8FC6BF59c85C527fEC3740A1b7a361269,src_rsv_addr=0x63825c174ab367968EC60f061753D3bbD36A0D8F,tx_sender=0x8177573B5557e3a2213d4aEc44abe7BaEF6D737D,user_addr=0x64C0372Ebc1F812398Bf3e475117Fd48D5EfB035 eth_rate_provider="coingecko" 1539247511000000000
first_trades,user_addr=0x17D79F467243c5DB655282Ce6187127c42986413,wallet_addr=0xDECAF9CD2367cdbb726E904cD6397eDFcAe6068D traded=true 1539248372000000000
